job_id	created_at	status	trend_name	trend_id	input_path	output_path	output_path_original
21d3b6d5-dfa0-4344-9296-438f87ddadec	2026-02-04 12:41:21.253169+00	SUCCEEDED	Уютное утро в спальне	1ffa9ef4-4bbf-4273-93d0-493330207e75		/data/generated_images/21d3b6d5-dfa0-4344-9296-438f87ddadec/output.png	
97d9c073-b255-4cca-8ed8-2ff1eb45eedd	2026-02-04 13:02:48.657814+00	FAILED	Уютное утро в спальне	1ffa9ef4-4bbf-4273-93d0-493330207e75			
851a7f3f-f614-49c3-9ee2-e10c03c5af5e	2026-02-04 13:06:03.350767+00	FAILED	Холодный допросный портрет	b46d07a2-e8d5-426d-b870-024837a5eeee			
fae2aa99-393d-486c-b16e-c346793e63ab	2026-02-04 13:12:18.799868+00	FAILED	Уютное утро в спальне	1ffa9ef4-4bbf-4273-93d0-493330207e75			
150ad00e-3fe1-41df-ba5f-e5a0fa3d5975	2026-02-04 13:14:34.123859+00	SUCCEEDED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42		/data/generated_images/150ad00e-3fe1-41df-ba5f-e5a0fa3d5975/output.png	
3e101644-5eda-45ee-947c-c7d54380f93e	2026-02-04 13:21:54.739135+00	SUCCEEDED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42		/data/generated_images/3e101644-5eda-45ee-947c-c7d54380f93e/output.png	
76de40e8-725c-4d51-aeca-871d1cdab844	2026-02-04 13:29:34.769633+00	SUCCEEDED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42		/data/generated_images/76de40e8-725c-4d51-aeca-871d1cdab844/output.png	
1624adbf-f06a-4b67-a774-75c6e8a588fe	2026-02-04 13:36:39.511153+00	SUCCEEDED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42		/data/generated_images/1624adbf-f06a-4b67-a774-75c6e8a588fe/output.png	
67b20e6b-ab36-4861-9789-cee30428a366	2026-02-04 13:41:32.377777+00	FAILED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42			
56b1080a-4642-40c2-a7dc-da2a6bf32ca2	2026-02-04 13:43:24.077415+00	FAILED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42			
c6839ec9-4553-471f-a55c-3e218fe22868	2026-02-04 13:48:16.943559+00	FAILED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42			
e92a7de8-ba5a-4986-9e4f-114fefb42c1c	2026-02-04 13:51:01.320468+00	SUCCEEDED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42		/data/generated_images/e92a7de8-ba5a-4986-9e4f-114fefb42c1c/output.png	
67c26d85-5866-4191-a495-9856d95453de	2026-02-04 14:00:02.609841+00	FAILED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42			
9af2c6b3-6ba8-4676-8e3f-a46997474b3d	2026-02-04 14:03:15.82666+00	FAILED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42			
f950ce9d-3bed-42bd-89d1-e458d24684cd	2026-02-04 14:05:29.901022+00	FAILED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42			
2d3a6037-b24f-432d-9286-6712d1fde089	2026-02-04 14:06:10.969484+00	FAILED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42			
1498a5b3-30de-42c1-b524-ab62b76a2574	2026-02-04 14:13:14.589739+00	FAILED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42			
464b6031-b2d7-4ea3-8ade-8f5850ff1c73	2026-02-04 14:30:22.584923+00	SUCCEEDED	Школьная любовь	675d1b07-4f8d-4fb5-89c5-9479231bf2cd		/data/generated_images/464b6031-b2d7-4ea3-8ade-8f5850ff1c73/output.png	
9ac0ce10-652f-4ab2-8df6-f1f7416c4afe	2026-02-04 14:32:20.732702+00	FAILED	Уютное утро в спальне	1ffa9ef4-4bbf-4273-93d0-493330207e75			
0e2e0e28-1d7a-4c3a-b86d-5707e0fb9dd6	2026-02-04 14:32:58.986485+00	SUCCEEDED	Уютное утро в спальне	1ffa9ef4-4bbf-4273-93d0-493330207e75		/data/generated_images/0e2e0e28-1d7a-4c3a-b86d-5707e0fb9dd6/output.png	
4e5d3522-c6cf-4439-aa3d-16adf0620259	2026-02-04 14:34:11.963449+00	SUCCEEDED	Уютное утро в спальне	1ffa9ef4-4bbf-4273-93d0-493330207e75		/data/generated_images/4e5d3522-c6cf-4439-aa3d-16adf0620259/output.png	
e94d254f-86a4-4080-9a12-ad5c76d1660a	2026-02-04 14:34:59.973307+00	FAILED	Уютное утро в спальне	1ffa9ef4-4bbf-4273-93d0-493330207e75			
4668943a-1f3d-4358-abcc-3082c24eec50	2026-02-04 15:35:50.461856+00	SUCCEEDED	Уютное утро в спальне	1ffa9ef4-4bbf-4273-93d0-493330207e75		/data/generated_images/4668943a-1f3d-4358-abcc-3082c24eec50/output.png	
58fe5e4c-3931-425f-abf0-d97f4e5a5a1f	2026-02-04 15:36:31.842224+00	SUCCEEDED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42		/data/generated_images/58fe5e4c-3931-425f-abf0-d97f4e5a5a1f/output.png	
8aca1316-c0a7-41c5-8078-3ce9b4c0d842	2026-02-04 16:45:44.259618+00	SUCCEEDED	Уютное утро в спальне	1ffa9ef4-4bbf-4273-93d0-493330207e75		/data/generated_images/8aca1316-c0a7-41c5-8078-3ce9b4c0d842/output.png	
06b467de-58a9-418e-be66-d8a902b69ccf	2026-02-06 15:09:18.057933+00	CREATED	Холодный допросный портрет	b46d07a2-e8d5-426d-b870-024837a5eeee	/data/generated_images/inputs/AgACAgIAAxkBAAIE9GmGBBkPz-NJPPxBZtPWBGhaTg7SAAIcDGsbna0xSMFjHGM-iYT2AQADAgADeAADOAQ.jpg		
e394339b-17c9-4cd1-bdc0-6a8d0d1aee68	2026-02-07 22:47:25.351109+00	SUCCEEDED	💡 Своя идея (custom)	custom		/data/generated_images/e394339b-17c9-4cd1-bdc0-6a8d0d1aee68/output.png	
c319b48c-8b08-405e-8bc3-656a2bfbdc34	2026-02-08 08:50:17.939626+00	FAILED	💡 Своя идея (custom)	custom	/data/generated_images/inputs/BQACAgIAAxkBAAIFZmmHwPtwx2hdzHTxA9haYnpuQiEgAAI2lgACna05SGEGiH-ZRPK0OgQ.jpg		
dcfc2f26-1564-41f6-8d7d-5206d4230841	2026-02-08 10:51:30.13165+00	SUCCEEDED	Холодный допросный портрет	b46d07a2-e8d5-426d-b870-024837a5eeee		/data/generated_images/dcfc2f26-1564-41f6-8d7d-5206d4230841/output.png	
903caa69-b9e9-4d9c-b1ed-ce7513855e50	2026-02-08 12:41:16.184478+00	SUCCEEDED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42		/data/generated_images/903caa69-b9e9-4d9c-b1ed-ce7513855e50/output.png	/data/generated_images/903caa69-b9e9-4d9c-b1ed-ce7513855e50/output.png
90af74ac-23ee-4e8e-892b-2ba7f136f04e	2026-02-08 13:03:17.643012+00	SUCCEEDED	Домашний портрет со вспышкой	0082ca59-5e91-4718-8897-91745df6f441		/data/generated_images/90af74ac-23ee-4e8e-892b-2ba7f136f04e/output.png	/data/generated_images/90af74ac-23ee-4e8e-892b-2ba7f136f04e/output.png
c28c0bd4-8c50-4c41-831d-6c46c93686c1	2026-02-08 13:21:59.218061+00	SUCCEEDED	Школьная любовь	675d1b07-4f8d-4fb5-89c5-9479231bf2cd		/data/generated_images/c28c0bd4-8c50-4c41-831d-6c46c93686c1/output.png	/data/generated_images/c28c0bd4-8c50-4c41-831d-6c46c93686c1/output.png
3d4d5f9b-e204-44dc-9c5a-4a5663e819f2	2026-02-08 13:24:36.089553+00	SUCCEEDED	Ночной кадр в машине	515fa1a4-a942-4b2d-8631-ed3898456992		/data/generated_images/3d4d5f9b-e204-44dc-9c5a-4a5663e819f2/output.png	/data/generated_images/3d4d5f9b-e204-44dc-9c5a-4a5663e819f2/output.png
656d39c4-6db8-4545-9851-c2ac21df36b7	2026-02-08 13:31:35.523237+00	SUCCEEDED	Портрет на экране камеры	869b5800-0a5c-4175-85f4-c31a3745a5a8		/data/generated_images/656d39c4-6db8-4545-9851-c2ac21df36b7/output.png	/data/generated_images/656d39c4-6db8-4545-9851-c2ac21df36b7/output.png
54850bf1-4375-4592-bfd4-c81b8c2554de	2026-02-08 13:34:31.822508+00	SUCCEEDED	💡 Своя идея (custom)	custom		/data/generated_images/54850bf1-4375-4592-bfd4-c81b8c2554de/output.png	/data/generated_images/54850bf1-4375-4592-bfd4-c81b8c2554de/output.png
cbbaf0e4-b7b1-4e0f-9fd1-fd5662453560	2026-02-08 14:31:24.639791+00	SUCCEEDED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42		/data/generated_images/cbbaf0e4-b7b1-4e0f-9fd1-fd5662453560/output.png	/data/generated_images/cbbaf0e4-b7b1-4e0f-9fd1-fd5662453560/output.png
7c59d8d4-8875-428b-afeb-592c87f28d95	2026-02-08 14:32:14.079549+00	SUCCEEDED	Уютное утро в спальне	1ffa9ef4-4bbf-4273-93d0-493330207e75		/data/generated_images/7c59d8d4-8875-428b-afeb-592c87f28d95/output.png	/data/generated_images/7c59d8d4-8875-428b-afeb-592c87f28d95/output.png
f0cdc2f8-7748-46d4-a373-02de9fbbf7e9	2026-02-08 16:31:37.449688+00	SUCCEEDED	Низкий ракурс среди небоскребов	f4582e73-9f2d-412f-bbb2-0b0dbeb5cbdc		/data/generated_images/f0cdc2f8-7748-46d4-a373-02de9fbbf7e9/output.png	/data/generated_images/f0cdc2f8-7748-46d4-a373-02de9fbbf7e9/output.png
c53a794d-9f72-4f89-9fd1-b314d81d8c6c	2026-02-08 16:41:56.92588+00	FAILED	💡 Своя идея (custom)	custom	/data/generated_images/inputs/BQACAgEAAxkBAAPTaYi8xgqmufORdCWPQyu5QDcrA20AAiAIAAKyqUhEIATo4-euJw06BA.jpg		
240bac81-de66-47b4-846d-caadb8663ecc	2026-02-12 16:10:04.417015+00	FAILED	Амур на розовом атласе	97d5ba4e-2072-4aa9-bb42-54f3b2d25a38	/data/generated_images/inputs/AgACAgIAAxkBAAIBSGmN-1U3QsSr5XJxp_EGUKZ9Q3E5AAIVGWsbrSJwSCOCAAFaFdDZtgEAAwIAA3gAAzoE.jpg		
3ee19c49-c4d1-4e9a-a13e-5ec75d7b09db	2026-02-12 16:14:31.777332+00	FAILED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42	/data/generated_images/inputs/BQACAgIAAxkBAAIBWWmN_GA-t0JvS_VnHNHsRKdI7yPBAALpkgACrSJwSJCfopwivS76OgQ.jpg		
adbaa030-44e8-42e1-afcf-b0cee6031d66	2026-02-12 16:15:26.958811+00	FAILED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42	/data/generated_images/inputs/BQACAgIAAxkBAAIBYGmN_JprO3Z1tBkoqn4_ila7wxSTAALvkgACrSJwSBeglI9AyHMPOgQ.jpg		
999e78aa-39b0-4afb-9f08-6660fea043e0	2026-02-12 16:29:01.097613+00	FAILED	Ночной кадр в машине	515fa1a4-a942-4b2d-8631-ed3898456992	/data/generated_images/inputs/BQACAgIAAxkBAAIBZ2mN_8ZTSpU0K6_lM-mzjtTt3DGhAAIRkwACrSJwSG5eFn_UIviTOgQ.jpg		
f2797e1e-2c73-422e-92b0-376064989496	2026-02-12 16:29:45.901415+00	FAILED	Ночной кадр в машине	515fa1a4-a942-4b2d-8631-ed3898456992	/data/generated_images/inputs/regen_999e78aa-39b0-4afb-9f08-6660fea043e0_0_BQACAgIAAxkBAAIB.jpg		
23630ac3-27dd-4b37-b637-630ebcbd645c	2026-02-12 16:30:07.343546+00	FAILED	Дерзкий кадр на капоте	a6449f4e-aa62-46de-a909-3f7ef88c7501	/data/generated_images/inputs/retry_trend_f2797e1e-2c73-422e-92b0-376064989496_BQACAgIAAxkBAAIB.jpg		
fa8e41fe-2c21-4a75-9989-c085f5fcfea8	2026-02-12 16:30:43.752696+00	FAILED	Дерзкий кадр на капоте	a6449f4e-aa62-46de-a909-3f7ef88c7501	/data/generated_images/inputs/regen_23630ac3-27dd-4b37-b637-630ebcbd645c_0_BQACAgIAAxkBAAIB.jpg		
cbe45cc9-762c-4d4d-8fe6-c799a23294a9	2026-02-12 16:31:09.575861+00	FAILED	Дерзкий кадр на капоте	a6449f4e-aa62-46de-a909-3f7ef88c7501	/data/generated_images/inputs/regen_fa8e41fe-2c21-4a75-9989-c085f5fcfea8_0_BQACAgIAAxkBAAIB.jpg		
19169120-2239-4648-81a9-300b6cee357d	2026-02-12 16:36:02.322096+00	FAILED	Амур на розовом атласе	97d5ba4e-2072-4aa9-bb42-54f3b2d25a38	/data/generated_images/inputs/AgACAgIAAxkBAAIBSGmN-1U3QsSr5XJxp_EGUKZ9Q3E5AAIVGWsbrSJwSCOCAAFaFdDZtgEAAwIAA3gAAzoE.jpg		
e282c300-5736-4371-af50-ba4239531a01	2026-02-12 16:39:54.581134+00	FAILED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42	/data/generated_images/inputs/retry_trend_19169120-2239-4648-81a9-300b6cee357d_AgACAgIAAxkBAAIB.jpg		
415eac79-edac-4281-bd2d-dbf828aaa5af	2026-02-12 16:40:43.368517+00	FAILED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42	/data/generated_images/inputs/regen_e282c300-5736-4371-af50-ba4239531a01_0_AgACAgIAAxkBAAIB.jpg		
c74cb8c5-8645-45a6-aa06-22393d012053	2026-02-12 16:45:14.175374+00	FAILED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42	/data/generated_images/inputs/retry_trend_e282c300-5736-4371-af50-ba4239531a01_AgACAgIAAxkBAAIB.jpg		
8d2afadc-e95b-4789-8042-5e416822a48a	2026-02-12 16:47:56.17531+00	SUCCEEDED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42		/data/generated_images/8d2afadc-e95b-4789-8042-5e416822a48a/output.png	/data/generated_images/8d2afadc-e95b-4789-8042-5e416822a48a/output.png
d6df1775-5feb-48cd-8c96-ed639f7b3556	2026-02-12 16:54:12.908228+00	FAILED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42	/data/generated_images/inputs/BQACAgIAAxkBAAIBkmmOBbB3qKkTz5ahVdblvqnN1iVTAAJzkwACrSJwSCB7KDyi1ugvOgQ.jpg		
ceaf4b55-ec30-4615-b8d2-a46435ef9169	2026-02-12 16:54:39.001147+00	FAILED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42	/data/generated_images/inputs/BQACAgIAAxkBAAIBmGmOBcrWTYvCeh2LOspiCNYgxlRSAAJ0kwACrSJwSNETLpVzcrF5OgQ.png		
051a0a2f-2cf8-4021-ac53-cf7c12c359fb	2026-02-12 16:56:08.1011+00	SUCCEEDED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42		/data/generated_images/051a0a2f-2cf8-4021-ac53-cf7c12c359fb/output.png	/data/generated_images/051a0a2f-2cf8-4021-ac53-cf7c12c359fb/output.png
c3a5ac92-7e4e-41e6-bac8-f5c4d5ac9143	2026-02-12 16:56:38.378934+00	FAILED	ГТА Вайб 🎮	77cc3658-1aa2-4d50-9af8-b6f775722b42	/data/generated_images/inputs/BQACAgIAAxkBAAIBommOBkFQGAjJncZl9WzqAvIeAsG-AAJ8kwACrSJwSHmJcztYfGA2OgQ.jpg		
5ec24e48-3a5f-4229-950d-ae01aad954e5	2026-02-13 16:02:44.649396+00	SUCCEEDED	День самовлюблённых - дерзкий love-кадр	804727d9-4008-40c7-a53a-78e5072a3560		/data/generated_images/5ec24e48-3a5f-4229-950d-ae01aad954e5/output.png	/data/generated_images/5ec24e48-3a5f-4229-950d-ae01aad954e5/output.png
785f7560-0040-4a96-b3b3-2a839f05360e	2026-02-13 16:04:17.462339+00	SUCCEEDED	День самовлюблённых - дерзкий love-кадр	804727d9-4008-40c7-a53a-78e5072a3560		/data/generated_images/785f7560-0040-4a96-b3b3-2a839f05360e/output.png	/data/generated_images/785f7560-0040-4a96-b3b3-2a839f05360e/output.png
1e281afe-e628-4935-b14b-869f5443c36b	2026-02-13 16:04:54.392935+00	SUCCEEDED	День самовлюблённых - дерзкий love-кадр	804727d9-4008-40c7-a53a-78e5072a3560		/data/generated_images/1e281afe-e628-4935-b14b-869f5443c36b/output.png	/data/generated_images/1e281afe-e628-4935-b14b-869f5443c36b/output.png
371735bd-8a48-4e3c-a96b-9eff88992f53	2026-02-13 16:06:12.430038+00	FAILED	Валентинка с поцелуем - игривая love-открытка	d94d98ee-61a1-4fe7-81af-fdd07d76b8ea	/data/generated_images/inputs/AgACAgIAAxkBAAICgGmPS2kQl12yvT8w1OOJ7RvyxnZKAAI2F2sb5eB5SEhBRE_aBuU4AQADAgADeQADOgQ.jpg		
b7324730-0eda-4656-8067-de41e5cc9777	2026-02-13 16:11:27.305262+00	SUCCEEDED	Красное платье и шары-поцелуи - гламурный love-кадр	7c96ba16-00d7-4df5-a647-8a4dd676c234		/data/generated_images/b7324730-0eda-4656-8067-de41e5cc9777/output.png	/data/generated_images/b7324730-0eda-4656-8067-de41e5cc9777/output.png
adac0a6f-9720-47ba-aa82-523d47233aa4	2026-02-13 16:12:17.537247+00	SUCCEEDED	Красное платье и шары-поцелуи - гламурный love-кадр	7c96ba16-00d7-4df5-a647-8a4dd676c234		/data/generated_images/adac0a6f-9720-47ba-aa82-523d47233aa4/output.png	/data/generated_images/adac0a6f-9720-47ba-aa82-523d47233aa4/output.png
83d0ee5c-f2fe-4fbf-a100-b1fc7330ae2f	2026-02-13 16:13:18.318072+00	SUCCEEDED	Красное платье и шары-поцелуи - гламурный love-кадр	7c96ba16-00d7-4df5-a647-8a4dd676c234		/data/generated_images/83d0ee5c-f2fe-4fbf-a100-b1fc7330ae2f/output.png	/data/generated_images/83d0ee5c-f2fe-4fbf-a100-b1fc7330ae2f/output.png
f58c6fc4-a8fb-4adc-919c-fa4ea704cb51	2026-02-13 16:15:22.937691+00	SUCCEEDED	С букетом 101 розы	c8c96d15-ca9e-49df-8e16-c501be301125		/data/generated_images/f58c6fc4-a8fb-4adc-919c-fa4ea704cb51/output.png	/data/generated_images/f58c6fc4-a8fb-4adc-919c-fa4ea704cb51/output.png
cbf7300d-0841-4925-8315-32755a65d66e	2026-02-13 16:15:38.352176+00	SUCCEEDED	С букетом 101 розы	c8c96d15-ca9e-49df-8e16-c501be301125		/data/generated_images/cbf7300d-0841-4925-8315-32755a65d66e/output.png	/data/generated_images/cbf7300d-0841-4925-8315-32755a65d66e/output.png
d719ecc6-66a8-4194-929b-4fbe51ef0bc8	2026-02-13 16:25:24.023647+00	FAILED	💡 Своя идея (custom)	custom	/data/generated_images/inputs/ref_AgACAgIAAxkBAAIC22mPUBxYVWKbwRCBm820Wfk-ney-AAIdF2sb0DJ4SFfhBbsyu_orAQADAgADeQADOgQ.jpg		
c05c6a9f-6713-4996-8578-59c3b6ac9bdd	2026-02-13 16:34:13.657656+00	SUCCEEDED	С букетом 101 розы	c8c96d15-ca9e-49df-8e16-c501be301125		/data/generated_images/c05c6a9f-6713-4996-8578-59c3b6ac9bdd/output.png	/data/generated_images/c05c6a9f-6713-4996-8578-59c3b6ac9bdd/output.png
37304394-ff59-4f72-abf5-bceab054c40a	2026-02-13 16:35:23.023071+00	SUCCEEDED	Купидон и цель	e790d70c-a8bb-4d8f-b213-01019378e970		/data/generated_images/37304394-ff59-4f72-abf5-bceab054c40a/output.png	/data/generated_images/37304394-ff59-4f72-abf5-bceab054c40a/output.png
d1613a70-f2e0-47e7-95f4-5e38cbfc7bd5	2026-02-13 16:36:16.906566+00	SUCCEEDED	Купидон и цель	e790d70c-a8bb-4d8f-b213-01019378e970		/data/generated_images/d1613a70-f2e0-47e7-95f4-5e38cbfc7bd5/output.png	/data/generated_images/d1613a70-f2e0-47e7-95f4-5e38cbfc7bd5/output.png
616945b6-de69-4a3e-90b1-17aabe56065d	2026-02-13 16:37:12.731217+00	SUCCEEDED	День самовлюблённых - дерзкий love-кадр	804727d9-4008-40c7-a53a-78e5072a3560		/data/generated_images/616945b6-de69-4a3e-90b1-17aabe56065d/output.png	/data/generated_images/616945b6-de69-4a3e-90b1-17aabe56065d/output.png
3fd78be8-96d7-4658-9746-35f472c9df64	2026-02-13 16:40:10.893136+00	FAILED	Валентинка с поцелуем - игривая love-открытка	d94d98ee-61a1-4fe7-81af-fdd07d76b8ea	/data/generated_images/inputs/AgACAgIAAxkBAAIDFWmPU89pzmVQXINi0ew55-p2Kx5ZAAIGFGsb86mBSAo8Lrvd5PE4AQADAgADeQADOgQ.jpg		
3c5583a7-1902-4294-8cde-da7937564e92	2026-02-13 16:40:32.770298+00	SUCCEEDED	Валентинка с поцелуем - игривая love-открытка	d94d98ee-61a1-4fe7-81af-fdd07d76b8ea		/data/generated_images/3c5583a7-1902-4294-8cde-da7937564e92/output.png	/data/generated_images/3c5583a7-1902-4294-8cde-da7937564e92/output.png
53bf4e64-b91f-41ff-90bb-cad3d8cb78d9	2026-02-13 16:41:00.845153+00	FAILED	Валентинка с поцелуем - игривая love-открытка	d94d98ee-61a1-4fe7-81af-fdd07d76b8ea	/data/generated_images/inputs/regen_3c5583a7-1902-4294-8cde-da7937564e92_0_AgACAgIAAxkBAAID.jpg		
ab45beb6-c765-4761-b247-77facad8b9b1	2026-02-13 16:52:01.577167+00	SUCCEEDED	С букетом 101 розы	c8c96d15-ca9e-49df-8e16-c501be301125		/data/generated_images/ab45beb6-c765-4761-b247-77facad8b9b1/output.png	/data/generated_images/ab45beb6-c765-4761-b247-77facad8b9b1/output.png
36c3fe7c-142b-41ff-a023-6379daa1c687	2026-02-13 16:52:30.968584+00	SUCCEEDED	Сладкое сердце	c9405e86-82bc-46bb-a9ec-a78623d1d193		/data/generated_images/36c3fe7c-142b-41ff-a023-6379daa1c687/output.png	/data/generated_images/36c3fe7c-142b-41ff-a023-6379daa1c687/output.png
87e4cf03-54db-4972-b352-a0983eca39ba	2026-02-13 16:53:14.130433+00	FAILED	Сладкое сердце	c9405e86-82bc-46bb-a9ec-a78623d1d193	/data/generated_images/inputs/regen_36c3fe7c-142b-41ff-a023-6379daa1c687_0_AgACAgIAAxkBAAIC.jpg		
7d1504ad-76c0-46b5-808c-f76d9ecd77ab	2026-02-13 16:53:18.133478+00	SUCCEEDED	С букетом 101 розы	c8c96d15-ca9e-49df-8e16-c501be301125		/data/generated_images/7d1504ad-76c0-46b5-808c-f76d9ecd77ab/output.png	/data/generated_images/7d1504ad-76c0-46b5-808c-f76d9ecd77ab/output.png
2fe00cf7-be24-4c7d-b948-ae53b385b055	2026-02-13 17:02:21.809844+00	SUCCEEDED	Среди красных сердец	4601a4b3-023b-4d82-b8c3-bcfb08062eb8		/data/generated_images/2fe00cf7-be24-4c7d-b948-ae53b385b055/output.png	/data/generated_images/2fe00cf7-be24-4c7d-b948-ae53b385b055/output.png
71f2fd04-8009-41fb-a77a-cd041eb4897d	2026-02-13 17:10:15.187366+00	SUCCEEDED	Красное платье и сердце-свет - страстный портрет	a0eeb1ab-ce0d-4495-acce-c4c582cdd026		/data/generated_images/71f2fd04-8009-41fb-a77a-cd041eb4897d/output.png	/data/generated_images/71f2fd04-8009-41fb-a77a-cd041eb4897d/output.png
058f9186-71bf-47ad-8094-179f22f1272d	2026-02-13 17:11:36.059431+00	SUCCEEDED	Красное платье и сердце-свет - страстный портрет	a0eeb1ab-ce0d-4495-acce-c4c582cdd026		/data/generated_images/058f9186-71bf-47ad-8094-179f22f1272d/output.png	/data/generated_images/058f9186-71bf-47ad-8094-179f22f1272d/output.png
6abe9686-ce3f-4b75-b138-a415060c8d0c	2026-02-13 17:13:43.46625+00	SUCCEEDED	С букетом 101 розы	c8c96d15-ca9e-49df-8e16-c501be301125		/data/generated_images/6abe9686-ce3f-4b75-b138-a415060c8d0c/output.png	/data/generated_images/6abe9686-ce3f-4b75-b138-a415060c8d0c/output.png
30dbe1df-7c1c-4e03-846f-8520d98d62d5	2026-02-13 17:22:14.776128+00	SUCCEEDED	Валентинка с поцелуем - игривая love-открытка	d94d98ee-61a1-4fe7-81af-fdd07d76b8ea		/data/generated_images/30dbe1df-7c1c-4e03-846f-8520d98d62d5/output.png	/data/generated_images/30dbe1df-7c1c-4e03-846f-8520d98d62d5/output.png
3c9a9663-1dd9-4dbd-80ee-7b81022210eb	2026-02-13 17:27:29.064653+00	FAILED	Валентинка с поцелуем - игривая love-открытка	d94d98ee-61a1-4fe7-81af-fdd07d76b8ea	/data/generated_images/inputs/AgACAgIAAxkBAAIDlmmPXvbRizPtvZVQ3bfPf38_adpRAAKVF2sb4zV5SKBgtfV9BGn4AQADAgADeQADOgQ.jpg		
851713fb-bd48-4953-baab-4947d12bdae2	2026-02-13 18:03:10.414568+00	SUCCEEDED	Среди красных медведей	906bd09e-fddf-4d61-82ed-1ec233cad015		/data/generated_images/851713fb-bd48-4953-baab-4947d12bdae2/output.png	/data/generated_images/851713fb-bd48-4953-baab-4947d12bdae2/output.png
